,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
45783,45784,2015,3,23,15,1,11.0,17.0,16.0,12.0,-18.0,6.0,1026.0,19.0,SE,5.81,0.0,0.0
45784,45785,2015,3,23,16,1,13.0,14.0,16.0,11.0,-18.0,6.0,1026.0,19.0,SE,9.83,0.0,0.0
45785,45786,2015,3,23,17,1,16.0,15.0,14.0,18.0,-17.0,7.0,1026.0,18.0,SE,14.75,0.0,0.0
45786,45787,2015,3,23,18,1,16.0,19.0,20.0,17.0,-18.0,8.0,1026.0,15.0,SE,19.67,0.0,0.0
45787,45788,2015,3,23,19,1,27.0,26.0,27.0,27.0,-17.0,9.0,1026.0,15.0,SE,23.69,0.0,0.0
45788,45789,2015,3,23,20,1,36.0,34.0,38.0,37.0,-15.0,13.0,1027.0,12.0,SE,27.71,0.0,0.0
45789,45790,2015,3,23,21,1,45.0,42.0,46.0,44.0,-14.0,15.0,1028.0,11.0,SE,31.73,0.0,0.0
45790,45791,2015,3,23,22,1,43.0,49.0,49.0,44.0,-14.0,14.0,1028.0,12.0,SE,34.86,0.0,0.0
45791,45792,2015,3,23,23,1,45.0,50.0,51.0,45.0,-11.0,21.0,1029.0,10.0,SE,37.99,0.0,0.0
45792,45793,2015,3,24,0,1,49.0,84.0,60.0,60.0,-12.0,21.0,1029.0,9.0,SE,39.78,0.0,0.0
45793,45794,2015,3,24,1,1,65.0,89.0,72.0,80.0,-7.0,33.0,1030.0,8.0,SE,43.8,0.0,0.0
45794,45795,2015,3,24,2,1,91.0,108.0,100.0,111.0,-4.0,48.0,1031.0,6.0,SE,48.72,0.0,0.0
45795,45796,2015,3,24,3,1,92.0,89.0,92.0,86.0,-5.0,48.0,1031.0,5.0,SE,54.53,0.0,0.0
45796,45797,2015,3,24,4,1,77.0,73.0,70.0,69.0,-7.0,41.0,1032.0,5.0,SE,58.55,0.0,0.0
45797,45798,2015,3,24,5,1,64.0,78.0,66.0,74.0,-8.0,41.0,1033.0,4.0,SE,60.34,0.0,0.0
45798,45799,2015,3,24,6,1,92.0,75.0,69.0,61.0,-9.0,38.0,1033.0,4.0,cv,0.89,0.0,0.0
45799,45800,2015,3,24,7,1,85.0,70.0,60.0,64.0,-7.0,47.0,1034.0,3.0,SE,0.89,0.0,0.0
45800,45801,2015,3,24,8,1,58.0,75.0,67.0,71.0,-8.0,35.0,1034.0,6.0,NE,0.89,0.0,0.0
45801,45802,2015,3,24,9,1,69.0,77.0,68.0,65.0,-9.0,28.0,1034.0,8.0,cv,0.89,0.0,0.0
45802,45803,2015,3,24,10,1,65.0,80.0,70.0,73.0,-10.0,24.0,1034.0,9.0,SE,1.79,0.0,0.0
45803,45804,2015,3,24,11,1,77.0,78.0,71.0,70.0,-9.0,23.0,1034.0,11.0,cv,1.79,0.0,0.0
45804,45805,2015,3,24,12,1,75.0,72.0,72.0,64.0,-10.0,20.0,1033.0,12.0,cv,3.58,0.0,0.0
45805,45806,2015,3,24,13,1,73.0,71.0,64.0,64.0,-10.0,17.0,1032.0,14.0,cv,5.37,0.0,0.0
45806,45807,2015,3,24,14,1,70.0,75.0,75.0,70.0,-11.0,15.0,1030.0,15.0,cv,8.5,0.0,0.0
45807,45808,2015,3,24,15,1,78.0,68.0,78.0,70.0,-11.0,14.0,1029.0,16.0,SE,3.13,0.0,0.0
45808,45809,2015,3,24,16,1,76.0,92.0,83.0,75.0,-11.0,14.0,1029.0,16.0,SE,7.15,0.0,0.0
45809,45810,2015,3,24,17,1,87.0,95.0,87.0,105.0,-10.0,15.0,1028.0,16.0,SE,11.17,0.0,0.0
45810,45811,2015,3,24,18,1,96.0,114.0,99.0,101.0,-9.0,19.0,1028.0,14.0,SE,14.3,0.0,0.0
45811,45812,2015,3,24,19,1,109.0,133.0,107.0,116.0,-7.0,24.0,1029.0,13.0,SE,16.09,0.0,0.0
45812,45813,2015,3,24,20,1,120.0,144.0,119.0,125.0,-5.0,30.0,1030.0,12.0,SE,19.22,0.0,0.0
45813,45814,2015,3,24,21,1,136.0,156.0,138.0,134.0,-5.0,34.0,1030.0,10.0,SE,21.01,0.0,0.0
45814,45815,2015,3,24,22,1,202.0,166.0,147.0,146.0,-4.0,39.0,1030.0,9.0,SE,22.8,0.0,0.0
45815,45816,2015,3,24,23,1,148.0,133.0,135.0,140.0,-2.0,45.0,1031.0,9.0,SE,26.82,0.0,0.0
45816,45817,2015,3,25,0,1,133.0,131.0,120.0,115.0,-1.0,52.0,1031.0,8.0,SE,29.95,0.0,0.0
45817,45818,2015,3,25,1,1,121.0,131.0,125.0,126.0,0.0,65.0,1031.0,6.0,cv,0.89,0.0,0.0
45818,45819,2015,3,25,2,1,123.0,131.0,123.0,122.0,0.0,70.0,1031.0,5.0,NE,1.79,0.0,0.0
45819,45820,2015,3,25,3,1,118.0,122.0,113.0,118.0,-2.0,64.0,1031.0,4.0,cv,0.89,0.0,0.0
45820,45821,2015,3,25,4,1,124.0,130.0,122.0,125.0,-3.0,64.0,1030.0,3.0,SE,0.89,0.0,0.0
45821,45822,2015,3,25,5,1,125.0,139.0,121.0,127.0,-2.0,69.0,1030.0,3.0,SE,2.68,0.0,0.0
45822,45823,2015,3,25,6,1,125.0,141.0,125.0,126.0,-2.0,74.0,1031.0,2.0,cv,0.89,0.0,0.0
45823,45824,2015,3,25,7,1,120.0,140.0,129.0,134.0,-2.0,74.0,1032.0,2.0,cv,1.78,0.0,0.0
45824,45825,2015,3,25,8,1,127.0,133.8,132.0,126.0,-1.0,60.0,1032.0,6.0,NE,0.89,0.0,0.0
45825,45826,2015,3,25,9,1,136.0,127.6,136.0,146.0,-2.0,45.0,1032.0,9.0,NW,1.79,0.0,0.0
45826,45827,2015,3,25,10,1,148.0,121.4,161.0,151.0,-2.0,40.0,1032.0,11.0,cv,0.89,0.0,0.0
45827,45828,2015,3,25,11,1,157.0,115.2,163.0,153.0,-4.0,30.0,1032.0,13.0,cv,1.78,0.0,0.0
45828,45829,2015,3,25,12,1,172.0,109.0,171.0,158.0,-3.0,30.0,1031.0,14.0,SE,1.79,0.0,0.0
45829,45830,2015,3,25,13,1,163.0,175.0,168.0,151.0,-3.0,26.0,1030.0,16.0,SE,4.92,0.0,0.0
45830,45831,2015,3,25,14,1,106.0,122.0,114.0,101.0,-1.0,29.0,1029.0,17.0,SE,8.94,0.0,0.0
45831,45832,2015,3,25,15,1,89.0,102.0,90.0,96.0,0.0,29.0,1029.0,18.0,SE,13.86,0.0,0.0
45832,45833,2015,3,25,16,1,84.0,93.0,85.0,85.0,0.0,29.0,1028.0,18.0,SE,17.88,0.0,0.0
45833,45834,2015,3,25,17,1,91.0,103.0,98.0,97.0,0.0,29.0,1028.0,18.0,SE,22.8,0.0,0.0
45834,45835,2015,3,25,18,1,97.0,109.0,105.0,98.0,1.0,33.0,1028.0,17.0,SE,27.72,0.0,0.0
45835,45836,2015,3,25,19,1,127.0,124.0,129.0,125.0,0.0,33.0,1029.0,16.0,SE,30.85,0.0,0.0
45836,45837,2015,3,25,20,1,133.0,127.0,133.0,129.0,1.0,43.0,1029.0,13.0,SE,33.98,0.0,0.0
45837,45838,2015,3,25,21,1,108.0,98.0,106.0,102.0,1.0,41.0,1030.0,14.0,SE,37.11,0.0,0.0
45838,45839,2015,3,25,22,1,97.0,87.0,93.0,89.0,0.0,40.0,1030.0,13.0,SE,38.9,0.0,0.0
45839,45840,2015,3,25,23,1,99.0,101.0,97.0,92.0,0.0,40.0,1030.0,13.0,SE,40.69,0.0,0.0
45840,45841,2015,3,26,0,1,95.0,100.0,98.0,99.0,1.0,46.0,1030.0,12.0,SE,42.48,0.0,0.0
45841,45842,2015,3,26,1,1,99.0,110.0,102.0,99.0,0.0,53.0,1030.0,9.0,SE,45.61,0.0,0.0
45842,45843,2015,3,26,2,1,106.0,113.0,104.0,110.0,1.0,53.0,1030.0,10.0,SE,46.5,0.0,0.0
45843,45844,2015,3,26,3,1,104.0,102.0,105.0,103.0,0.0,60.0,1029.0,7.0,cv,0.89,0.0,0.0
45844,45845,2015,3,26,4,1,113.0,112.0,111.0,113.0,1.0,65.0,1030.0,7.0,NE,0.89,0.0,0.0
45845,45846,2015,3,26,5,1,117.0,119.0,116.0,114.0,0.0,70.0,1030.0,5.0,NE,1.78,0.0,0.0
45846,45847,2015,3,26,6,1,119.0,129.0,119.0,125.0,-1.0,74.0,1030.0,3.0,NW,1.79,0.0,0.0
45847,45848,2015,3,26,7,1,128.0,171.0,132.0,139.0,0.0,70.0,1030.0,5.0,SE,0.89,0.0,0.0
45848,45849,2015,3,26,8,1,139.0,168.0,153.0,143.0,0.0,53.0,1030.0,9.0,cv,0.89,0.0,0.0
45849,45850,2015,3,26,9,1,151.0,165.0,158.0,151.0,1.0,46.0,1031.0,12.0,cv,1.78,0.0,0.0
45850,45851,2015,3,26,10,1,157.0,157.0,160.0,147.0,2.0,44.0,1031.0,14.0,SE,1.79,0.0,0.0
45851,45852,2015,3,26,11,1,133.0,135.0,128.0,122.0,2.0,38.0,1030.0,16.0,cv,1.79,0.0,0.0
45852,45853,2015,3,26,12,1,100.0,116.0,105.0,95.0,1.0,29.0,1029.0,19.0,cv,3.58,0.0,0.0
45853,45854,2015,3,26,13,1,94.0,115.0,93.0,89.0,-2.0,22.0,1028.0,20.0,SE,4.92,0.0,0.0
45854,45855,2015,3,26,14,1,82.0,91.0,86.0,77.0,-3.0,19.0,1027.0,21.0,SE,10.73,0.0,0.0
45855,45856,2015,3,26,15,1,72.0,75.0,185.0,60.0,-4.0,18.0,1026.0,21.0,SE,15.65,0.0,0.0
45856,45857,2015,3,26,16,1,63.0,69.0,69.0,60.0,-6.0,15.0,1026.0,21.0,SE,21.46,0.0,0.0
45857,45858,2015,3,26,17,1,78.0,81.0,84.0,80.0,-7.0,15.0,1025.0,20.0,SE,26.38,0.0,0.0
45858,45859,2015,3,26,18,1,84.0,87.0,84.0,84.0,-6.0,17.0,1025.0,19.0,SE,32.19,0.0,0.0
45859,45860,2015,3,26,19,1,87.0,89.0,235.0,89.0,-4.0,23.0,1026.0,17.0,SE,37.11,0.0,0.0
45860,45861,2015,3,26,20,1,76.0,77.0,369.0,69.0,-1.0,29.0,1026.0,17.0,SE,42.03,0.0,0.0
45861,45862,2015,3,26,21,1,74.0,76.0,264.3333333333333,75.0,0.0,33.0,1026.0,16.0,SE,46.95,0.0,0.0
45862,45863,2015,3,26,22,1,69.0,73.0,159.66666666666666,70.0,0.0,33.0,1026.0,16.0,SE,51.87,0.0,0.0
45863,45864,2015,3,26,23,1,63.0,64.0,55.0,60.0,1.0,38.0,1026.0,15.0,SE,57.68,0.0,0.0
45864,45865,2015,3,27,0,1,61.0,62.0,59.0,56.0,1.0,41.0,1026.0,14.0,SE,61.7,0.0,0.0
45865,45866,2015,3,27,1,1,60.0,60.0,56.0,58.0,1.0,46.0,1025.0,12.0,cv,0.89,0.0,0.0
45866,45867,2015,3,27,2,1,63.0,62.0,63.0,62.0,1.0,50.0,1025.0,11.0,SE,1.79,0.0,0.0
45867,45868,2015,3,27,3,1,69.0,75.0,116.0,69.0,1.0,57.0,1024.0,9.0,SE,3.58,0.0,0.0
45868,45869,2015,3,27,4,1,71.0,72.0,205.0,69.0,0.0,65.0,1024.0,6.0,SE,5.37,0.0,0.0
45869,45870,2015,3,27,5,1,77.0,76.0,146.0,69.0,1.0,61.0,1024.0,8.0,SE,7.16,0.0,0.0
45870,45871,2015,3,27,6,1,81.0,102.0,123.0,75.0,0.0,60.0,1024.0,7.0,SE,8.95,0.0,0.0
45871,45872,2015,3,27,7,1,84.0,100.0,185.0,90.0,1.0,65.0,1024.0,7.0,SE,9.84,0.0,0.0
45872,45873,2015,3,27,8,1,98.0,106.0,218.0,97.0,0.0,49.0,1024.0,10.0,SE,11.63,0.0,0.0
45873,45874,2015,3,27,9,1,100.0,112.0,247.0,95.0,0.0,40.0,1024.0,13.0,SE,13.42,0.0,0.0
45874,45875,2015,3,27,10,1,113.0,122.0,276.0,106.0,1.0,41.0,1023.0,14.0,cv,0.89,0.0,0.0
45875,45876,2015,3,27,11,1,117.0,134.0,263.6,118.0,0.0,35.0,1023.0,15.0,cv,1.78,0.0,0.0
45876,45877,2015,3,27,12,1,118.0,132.0,251.2,115.0,0.0,31.0,1021.0,17.0,SE,4.02,0.0,0.0
45877,45878,2015,3,27,13,1,116.0,123.0,238.8,109.0,1.0,31.0,1020.0,18.0,SE,7.15,0.0,0.0
45878,45879,2015,3,27,14,1,112.0,117.0,226.4,106.06896551724138,1.0,28.0,1018.0,20.0,SE,11.17,0.0,0.0
45879,45880,2015,3,27,15,1,118.0,123.0,214.0,103.13793103448276,2.0,30.0,1017.0,20.0,SE,15.19,0.0,0.0
45880,45881,2015,3,27,16,1,131.0,133.0,201.6,100.20689655172414,2.0,30.0,1016.0,20.0,SE,20.11,0.0,0.0
45881,45882,2015,3,27,17,1,142.0,150.0,189.2,97.27586206896552,2.0,30.0,1015.0,20.0,SE,24.13,0.0,0.0
45882,45883,2015,3,27,18,1,152.0,155.0,176.8,94.34482758620689,3.0,34.0,1015.0,19.0,SE,27.26,0.0,0.0
45883,45884,2015,3,27,19,1,155.0,163.0,164.39999999999998,91.41379310344828,2.0,38.0,1015.0,16.0,SE,30.39,0.0,0.0
45884,45885,2015,3,27,20,1,137.0,142.0,152.0,88.48275862068965,3.0,39.0,1015.0,17.0,SE,32.18,0.0,0.0
45885,45886,2015,3,27,21,1,110.0,114.0,120.0,85.55172413793103,3.0,41.0,1015.0,16.0,SE,36.2,0.0,0.0
45886,45887,2015,3,27,22,1,99.0,105.0,102.0,82.62068965517241,3.0,39.0,1014.0,17.0,SE,42.01,0.0,0.0
45887,45888,2015,3,27,23,1,88.0,87.0,89.0,79.6896551724138,2.0,36.0,1014.0,17.0,SE,47.82,0.0,0.0
45888,45889,2015,3,28,0,1,89.0,97.0,98.0,76.75862068965517,2.0,41.0,1013.0,15.0,SE,51.84,0.0,0.0
45889,45890,2015,3,28,1,1,95.0,99.0,101.0,73.82758620689656,3.0,47.0,1013.0,14.0,SE,53.63,0.0,0.0
45890,45891,2015,3,28,2,1,98.0,106.0,96.0,70.89655172413794,4.0,50.0,1013.0,14.0,SE,54.52,0.0,0.0
45891,45892,2015,3,28,3,1,112.0,110.0,113.0,67.9655172413793,4.0,54.0,1012.0,13.0,SE,56.31,0.0,0.0
45892,45893,2015,3,28,4,1,113.0,115.0,115.0,65.0344827586207,4.0,57.0,1012.0,12.0,cv,0.89,0.0,0.0
45893,45894,2015,3,28,5,1,114.0,113.0,122.0,62.10344827586207,3.0,61.0,1012.0,10.0,NW,0.89,0.0,0.0
45894,45895,2015,3,28,6,1,80.0,93.0,95.0,59.17241379310345,3.0,66.0,1012.0,9.0,NW,2.68,0.0,0.0
45895,45896,2015,3,28,7,1,27.0,43.0,34.0,56.24137931034483,0.0,35.0,1012.0,15.0,NW,9.83,0.0,0.0
45896,45897,2015,3,28,8,1,22.0,37.0,28.0,53.310344827586206,-2.0,27.0,1013.0,17.0,NW,15.64,0.0,0.0
45897,45898,2015,3,28,9,1,24.0,41.0,34.0,50.37931034482759,-2.0,25.0,1013.0,18.0,NW,23.69,0.0,0.0
45898,45899,2015,3,28,10,1,51.0,86.0,61.0,47.44827586206897,-2.0,24.0,1013.0,19.0,NW,31.74,0.0,0.0
45899,45900,2015,3,28,11,1,83.0,142.0,116.0,44.51724137931035,-1.0,24.0,1013.0,20.0,NW,40.68,0.0,0.0
45900,45901,2015,3,28,12,1,84.0,156.0,120.0,41.58620689655173,0.0,24.0,1012.0,21.0,NW,50.51,0.0,0.0
45901,45902,2015,3,28,13,1,77.0,132.0,99.0,38.65517241379311,-1.0,20.0,1012.0,23.0,NW,60.34,0.0,0.0
45902,45903,2015,3,28,14,1,51.0,87.0,66.0,35.72413793103449,0.0,20.0,1011.0,24.0,NW,69.28,0.0,0.0
45903,45904,2015,3,28,15,1,22.0,40.0,27.0,32.79310344827587,0.0,19.0,1011.0,25.0,NW,76.43,0.0,0.0
45904,45905,2015,3,28,16,1,25.0,27.0,23.0,29.86206896551724,-2.0,18.0,1011.0,23.0,NW,80.45,0.0,0.0
45905,45906,2015,3,28,17,1,23.0,29.0,25.0,26.93103448275862,-1.0,19.0,1012.0,24.0,NW,88.5,0.0,0.0
45906,45907,2015,3,28,18,1,27.0,30.0,30.0,24.0,-1.0,20.0,1012.0,23.0,NW,95.65,0.0,0.0
45907,45908,2015,3,28,19,1,33.0,26.0,28.0,20.0,-2.0,27.0,1014.0,17.0,NW,98.78,0.0,0.0
45908,45909,2015,3,28,20,1,33.0,25.0,30.0,30.0,-2.0,25.0,1015.0,18.0,NW,100.57,0.0,0.0
45909,45910,2015,3,28,21,1,46.0,40.0,31.0,35.0,0.0,35.0,1015.0,15.0,NE,1.79,0.0,0.0
45910,45911,2015,3,28,22,1,36.0,38.0,28.0,43.0,-1.0,35.0,1016.0,14.0,NW,0.89,0.0,0.0
45911,45912,2015,3,28,23,1,35.0,38.0,28.0,32.0,-1.0,29.0,1016.0,17.0,NW,2.68,0.0,0.0
45912,45913,2015,3,29,0,1,33.0,52.0,30.0,40.0,0.0,46.0,1016.0,11.0,cv,0.45,0.0,0.0
45913,45914,2015,3,29,1,1,29.0,56.0,36.0,64.0,1.0,57.0,1016.0,9.0,cv,0.9,0.0,0.0
45914,45915,2015,3,29,2,1,78.0,55.0,36.0,73.0,1.0,65.0,1016.0,7.0,cv,1.79,0.0,0.0
45915,45916,2015,3,29,3,1,49.0,75.0,56.0,55.0,0.0,60.0,1016.0,7.0,NE,1.79,0.0,0.0
45916,45917,2015,3,29,4,1,50.0,78.0,69.0,52.0,1.0,65.0,1017.0,7.0,NW,1.79,0.0,0.0
45917,45918,2015,3,29,5,1,53.0,86.0,61.0,71.0,1.0,65.0,1017.0,7.0,NE,0.89,0.0,0.0
45918,45919,2015,3,29,6,1,46.0,75.0,58.0,56.0,1.0,65.0,1017.0,7.0,NE,1.78,0.0,0.0
45919,45920,2015,3,29,7,1,55.0,87.0,70.0,63.0,1.0,53.0,1017.0,10.0,SE,1.79,0.0,0.0
45920,45921,2015,3,29,8,1,101.0,149.0,121.0,118.0,3.0,50.0,1018.0,13.0,cv,0.89,0.0,0.0
45921,45922,2015,3,29,9,1,122.0,179.0,150.0,144.0,4.0,47.0,1018.0,15.0,SE,3.13,0.0,0.0
45922,45923,2015,3,29,10,1,130.0,165.0,145.0,127.0,4.0,44.0,1018.0,16.0,unknown,3.13,0.0,0.0
45923,45924,2015,3,29,11,1,142.0,180.0,159.0,142.0,4.0,41.0,1018.0,17.0,SE,3.13,0.0,0.0
45924,45925,2015,3,29,12,1,137.0,172.0,160.0,139.0,4.0,34.0,1015.0,20.0,SE,8.05,0.0,0.0
45925,45926,2015,3,29,13,1,115.0,158.0,145.0,118.75,4.0,32.0,1014.0,21.0,SE,12.07,0.0,0.0
45926,45927,2015,3,29,14,1,58.0,79.0,81.0,98.5,4.0,30.0,1013.0,22.0,SE,16.09,0.0,0.0
45927,45928,2015,3,29,15,1,55.0,72.0,68.0,78.25,1.0,23.0,1012.0,23.0,cv,3.13,0.0,0.0
45928,45929,2015,3,29,16,1,57.0,123.0,71.0,58.0,-1.0,20.0,1011.0,23.0,SE,5.81,0.0,0.0
45929,45930,2015,3,29,17,1,58.0,90.0,68.0,62.0,-1.0,20.0,1010.0,23.0,SE,11.62,0.0,0.0
45930,45931,2015,3,29,18,1,61.0,83.0,71.0,67.0,-1.0,21.0,1010.0,22.0,SE,15.64,0.0,0.0
45931,45932,2015,3,29,19,1,69.0,111.0,74.0,72.0,3.0,34.0,1011.0,19.0,SE,19.66,0.0,0.0
45932,45933,2015,3,29,20,1,78.0,155.0,111.0,125.0,4.0,39.0,1011.0,18.0,SE,24.58,0.0,0.0
45933,45934,2015,3,29,21,1,116.0,170.0,173.0,136.0,4.0,41.0,1011.0,17.0,SE,28.6,0.0,0.0
45934,45935,2015,3,29,22,1,126.0,170.0,150.0,151.0,5.0,51.0,1011.0,15.0,SE,31.73,0.0,0.0
45935,45936,2015,3,29,23,1,116.0,170.0,152.0,155.0,5.0,54.0,1011.0,14.0,NE,1.79,0.0,0.0
45936,45937,2015,3,30,0,1,119.0,165.0,148.0,138.0,5.0,54.0,1010.0,14.0,SE,1.79,0.0,0.0
45937,45938,2015,3,30,1,1,107.0,147.0,129.0,134.0,5.0,54.0,1010.0,14.0,SE,4.92,0.0,0.0
45938,45939,2015,3,30,2,1,113.0,149.0,125.0,132.0,5.0,54.0,1010.0,14.0,SE,8.05,0.0,0.0
45939,45940,2015,3,30,3,1,115.0,127.0,125.0,116.0,5.0,54.0,1009.0,14.0,SE,11.18,0.0,0.0
45940,45941,2015,3,30,4,1,116.0,139.0,126.0,120.0,5.0,54.0,1009.0,14.0,SE,15.2,0.0,0.0
45941,45942,2015,3,30,5,1,122.0,141.0,129.0,125.0,4.0,54.0,1009.0,13.0,SE,16.99,0.0,0.0
45942,45943,2015,3,30,6,1,123.0,151.0,130.0,132.0,4.0,57.0,1010.0,12.0,SE,18.78,0.0,0.0
45943,45944,2015,3,30,7,1,128.0,151.0,130.0,136.0,5.0,62.0,1010.0,12.0,SE,20.57,0.0,0.0
45944,45945,2015,3,30,8,1,142.0,157.0,146.0,144.0,5.0,54.0,1010.0,14.0,SE,23.7,0.0,0.0
45945,45946,2015,3,30,9,1,154.0,177.0,171.0,153.0,5.0,51.0,1011.0,15.0,SE,26.83,0.0,0.0
45946,45947,2015,3,30,10,1,158.0,190.0,171.0,166.0,6.0,48.0,1011.0,17.0,SE,29.96,0.0,0.0
45947,45948,2015,3,30,11,1,167.0,188.0,168.0,162.0,6.0,45.0,1010.0,18.0,SE,31.75,0.0,0.0
45948,45949,2015,3,30,12,1,173.0,197.0,181.0,168.0,7.0,42.0,1009.0,20.0,SE,34.88,0.0,0.0
45949,45950,2015,3,30,13,1,185.0,196.0,193.0,183.0,8.0,45.0,1008.0,20.0,SE,38.9,0.0,0.0
45950,45951,2015,3,30,14,1,169.0,181.0,181.0,168.0,9.0,46.0,1007.0,21.0,cv,1.79,0.0,0.0
45951,45952,2015,3,30,15,1,153.0,172.0,158.0,161.0,9.0,43.0,1007.0,22.0,SE,1.79,0.0,0.0
45952,45953,2015,3,30,16,1,137.0,162.0,163.0,154.0,8.0,40.0,1006.0,22.0,cv,1.79,0.0,0.0
45953,45954,2015,3,30,17,1,171.0,168.0,160.0,160.0,8.0,40.0,1006.0,22.0,SE,3.13,0.0,0.0
45954,45955,2015,3,30,18,1,177.0,172.0,169.0,173.0,9.0,46.0,1007.0,21.0,SE,6.26,0.0,0.0
45955,45956,2015,3,30,19,1,191.0,203.0,169.0,179.0,9.0,49.0,1007.0,20.0,SE,9.39,0.0,0.0
45956,45957,2015,3,30,20,1,198.0,209.0,188.0,188.0,9.0,52.0,1008.0,19.0,SE,12.52,0.0,0.0
45957,45958,2015,3,30,21,1,191.0,195.0,181.0,190.0,9.0,52.0,1009.0,19.0,SE,15.65,0.0,0.0
45958,45959,2015,3,30,22,1,184.0,185.0,165.0,169.0,9.0,55.0,1009.0,18.0,SE,18.78,0.0,0.0
45959,45960,2015,3,30,23,1,172.0,167.0,164.0,161.0,9.0,55.0,1009.0,18.0,SE,21.91,0.0,0.0
45960,45961,2015,3,31,0,1,164.0,178.0,165.0,165.0,9.0,59.0,1009.0,17.0,SE,25.04,0.0,0.0
45961,45962,2015,3,31,1,1,184.0,198.0,182.0,201.0,9.0,59.0,1009.0,17.0,SE,28.17,0.0,0.0
45962,45963,2015,3,31,2,1,201.0,189.0,192.0,178.0,9.0,63.0,1010.0,16.0,cv,0.89,0.0,0.0
45963,45964,2015,3,31,3,1,178.0,178.0,166.0,164.0,9.0,63.0,1009.0,16.0,SE,3.13,0.0,0.0
45964,45965,2015,3,31,4,1,153.0,163.0,151.0,154.0,10.0,76.0,1009.0,14.0,SE,6.26,0.0,0.0
45965,45966,2015,3,31,5,1,162.0,161.0,160.0,159.0,10.0,76.0,1010.0,14.0,SE,8.05,0.1,0.1
45966,45967,2015,3,31,6,1,167.0,167.0,157.0,159.0,10.0,81.0,1010.0,13.0,SE,9.84,0.0,0.0
45967,45968,2015,3,31,7,1,170.0,179.0,161.0,168.0,10.0,81.0,1011.0,13.0,cv,0.89,0.0,0.0
45968,45969,2015,3,31,8,1,168.0,165.0,165.0,164.0,9.0,76.0,1012.0,13.0,SE,1.79,2.0,2.0
45969,45970,2015,3,31,9,1,172.0,169.0,177.0,168.0,10.0,87.0,1014.0,12.0,SE,3.58,3.6,5.6
45970,45971,2015,3,31,10,1,161.0,159.0,169.0,160.0,10.0,93.0,1015.0,11.0,SE,5.37,0.6,6.2
45971,45972,2015,3,31,11,1,156.0,158.0,158.0,160.0,9.0,87.0,1016.0,11.0,SE,8.5,0.1,6.3
45972,45973,2015,3,31,12,1,150.0,139.0,139.0,149.0,9.0,87.0,1016.0,11.0,SE,10.29,0.2,6.5
45973,45974,2015,3,31,13,1,132.0,100.0,108.0,106.0,10.0,87.0,1016.0,12.0,SE,13.42,0.0,0.0
45974,45975,2015,3,31,14,1,114.0,104.0,103.0,103.0,10.0,87.0,1016.0,12.0,SE,16.55,0.0,0.0
45975,45976,2015,3,31,15,1,107.16666666666667,100.55555555555556,98.16666666666667,94.0,9.0,87.0,1016.0,11.0,SE,20.57,0.0,0.0
45976,45977,2015,3,31,16,1,100.33333333333333,97.11111111111111,93.33333333333333,80.0,9.0,81.0,1017.0,12.0,SE,24.59,0.0,0.0
45977,45978,2015,3,31,17,1,93.5,93.66666666666667,88.5,76.0,7.0,76.0,1017.0,11.0,SE,28.61,0.0,0.0
45978,45979,2015,3,31,18,1,86.66666666666667,90.22222222222223,83.66666666666667,69.0,5.0,66.0,1018.0,11.0,SE,31.74,0.0,0.0
45979,45980,2015,3,31,19,1,79.83333333333334,86.77777777777777,78.83333333333334,69.0,5.0,66.0,1019.0,11.0,SE,34.87,0.0,0.0
45980,45981,2015,3,31,20,1,73.0,83.33333333333333,74.0,72.0,5.0,66.0,1020.0,11.0,SE,38.0,0.0,0.0
45981,45982,2015,3,31,21,1,74.33333333333333,79.88888888888889,72.33333333333333,66.0,2.0,50.0,1021.0,12.0,SE,39.79,0.0,0.0
45982,45983,2015,3,31,22,1,75.66666666666667,76.44444444444444,70.66666666666667,70.0,5.0,75.0,1022.0,9.0,cv,0.89,0.0,0.0
45983,45984,2015,3,31,23,1,77.0,73.0,69.0,69.0,4.0,75.0,1022.0,8.0,cv,1.78,0.0,0.0
45984,45985,2015,4,1,0,1,72.0,80.0,71.0,72.0,5.0,87.0,1023.0,7.0,SE,0.89,0.0,0.0
45985,45986,2015,4,1,1,1,75.0,87.0,72.0,73.0,5.0,93.0,1023.0,6.0,NE,0.89,0.0,0.0
45986,45987,2015,4,1,2,1,74.0,91.0,79.0,85.0,5.0,87.0,1023.0,7.0,cv,0.45,0.0,0.0
45987,45988,2015,4,1,3,1,82.0,89.66666666666667,85.0,85.0,5.0,93.0,1022.0,6.0,cv,1.34,0.0,0.0
45988,45989,2015,4,1,4,1,87.0,88.33333333333333,84.0,80.0,5.0,93.0,1022.0,6.0,cv,2.23,0.0,0.0
45989,45990,2015,4,1,5,1,68.0,87.0,71.0,65.0,5.0,93.0,1023.0,6.0,NW,0.89,0.0,0.0
45990,45991,2015,4,1,6,1,54.0,89.0,74.0,61.0,4.0,93.0,1023.0,5.0,cv,0.45,0.0,0.0
45991,45992,2015,4,1,7,1,65.0,102.0,79.0,81.0,4.0,86.0,1024.0,6.0,SE,1.79,0.0,0.0
